FragmentLength,Start,End
100,119527829,119527929
100,119527829,119527929
100,119527829,119527929
100,119527832,119527932
100,119527834,119527934
100,119527835,119527935
100,119527836,119527936
100,119527836,119527936
100,119527839,119527939
100,119527840,119527940
100,119527844,119527944
100,119527849,119527949
100,119527851,119527951
100,119527860,119527960
100,119527862,119527962
100,119527863,119527963
100,119527863,119527963
100,119527864,119527964
100,119527865,119527965
100,119527865,119527965
100,119527867,119527967
100,119527871,119527971
100,119527878,119527978
100,119527878,119527978
100,119527880,119527980
100,119527885,119527985
100,119527885,119527985
100,119527892,119527992
100,119527893,119527993
100,119527893,119527993
100,119527896,119527996
100,119527896,119527996
100,119527897,119527997
100,119527897,119527997
100,119527898,119527998
100,119527899,119527999
100,119527899,119527999
100,119527900,119528000
100,119527904,119528004
100,119527905,119528005
100,119527907,119528007
100,119527908,119528008
100,119527909,119528009
100,119527909,119528009
100,119527912,119528012
100,119527912,119528012
100,119527915,119528015
100,119527915,119528015
100,119527916,119528016
100,119527917,119528017
100,119527917,119528017
100,119527919,119528019
100,119527921,119528021
100,119527922,119528022
100,119527923,119528023
100,119527926,119528026
100,119527927,119528027
100,119527927,119528027
100,119527928,119528028
100,119527928,119528028
100,119527933,119528033
100,119527941,119528041
100,119527942,119528042
100,119527943,119528043
100,119527947,119528047
100,119527950,119528050
100,119527952,119528052
100,119527952,119528052
100,119527952,119528052
100,119527954,119528054
100,119527957,119528057
100,119527961,119528061
100,119527962,119528062
100,119527969,119528069
100,119527970,119528070
100,119527970,119528070
100,119527970,119528070
100,119527971,119528071
100,119527976,119528076
100,119527980,119528080
100,119527981,119528081
100,119527984,119528084
100,119527988,119528088
100,119527990,119528090
100,119527991,119528091
100,119527992,119528092
100,119527994,119528094
100,119527999,119528099
100,119528000,119528100
100,119528008,119528108
100,119528010,119528110
100,119528011,119528111
100,119528012,119528112
100,119528020,119528120
100,119528025,119528125
100,119528029,119528129
100,119528031,119528131
100,119528039,119528139
100,119528042,119528142
100,119528044,119528144
100,119528045,119528145
100,119528047,119528147
100,119528055,119528155
100,119528060,119528160
100,119528071,119528171
100,119528073,119528173
100,119528073,119528173
100,119528074,119528174
100,119528080,119528180
100,119528084,119528184
100,119528088,119528188
100,119528094,119528194
100,119528095,119528195
100,119528099,119528199
100,119528102,119528202
100,119528107,119528207
100,119528109,119528209
101,119528110,119528211
100,119528116,119528216
100,119528118,119528218
100,119528118,119528218
100,119528119,119528219
100,119528129,119528229
100,119528133,119528233
100,119528135,119528235
100,119528142,119528242
100,119528150,119528250
100,119528152,119528252
100,119528153,119528253
100,119528153,119528253
100,119528157,119528257
100,119528167,119528267
100,119528170,119528270
100,119528175,119528275
100,119528180,119528280
100,119528180,119528280
100,119528180,119528280
100,119528181,119528281
100,119528190,119528290
100,119528191,119528291
100,119528196,119528296
100,119528202,119528302
100,119528202,119528302
100,119528203,119528303
100,119528207,119528307
100,119528215,119528315
100,119528218,119528318
100,119528221,119528321
100,119528223,119528323
100,119528226,119528326
100,119528232,119528332
100,119528236,119528336
100,119528239,119528339
100,119528241,119528341
100,119528241,119528341
100,119528245,119528345
100,119528252,119528352
100,119528253,119528353
100,119528254,119528354
100,119528259,119528359
100,119528263,119528363
100,119528263,119528363
100,119528370,119528470
100,119528408,119528508
101,119528412,119528513
100,119528426,119528526
100,119528428,119528528
100,119528440,119528540
100,119528440,119528540
100,119528441,119528541
100,119528442,119528542
100,119528446,119528546
100,119528450,119528550
100,119528452,119528552
100,119528453,119528553
100,119528453,119528553
100,119528458,119528558
100,119528464,119528564
100,119528470,119528570
100,119528471,119528571
100,119528480,119528580
100,119528481,119528581
100,119528481,119528581
100,119528482,119528582
100,119528482,119528582
100,119528482,119528582
100,119528482,119528582
100,119528495,119528595
100,119528495,119528595
100,119528499,119528599
100,119528503,119528603
100,119528503,119528603
100,119528506,119528606
100,119528506,119528606
100,119528507,119528607
100,119528509,119528609
100,119528511,119528611
100,119528511,119528611
100,119528512,119528612
100,119528519,119528619
100,119528519,119528619
100,119528520,119528620
100,119528529,119528629
100,119528533,119528633
100,119528550,119528650
100,119528550,119528650
100,119528552,119528652
100,119528556,119528656
100,119528559,119528659
100,119528561,119528661
100,119528564,119528664
100,119528568,119528668
101,119528587,119528688
100,119528601,119528701
100,119528606,119528706
100,119528607,119528707
100,119528612,119528712
100,119528615,119528715
100,119528616,119528716
100,119528616,119528716
100,119528617,119528717
100,119528626,119528726
100,119528633,119528733
100,119528637,119528737
100,119528640,119528740
100,119528641,119528741
100,119528645,119528745
100,119528647,119528747
100,119528652,119528752
100,119528655,119528755
100,119528665,119528765
100,119528670,119528770
100,119528670,119528770
100,119528673,119528773
100,119528677,119528777
100,119528678,119528778
100,119528678,119528778
100,119528678,119528778
100,119528683,119528783
100,119528691,119528791
100,119528696,119528796
100,119528698,119528798
100,119528699,119528799
100,119528708,119528808
100,119528710,119528810
100,119528711,119528811
100,119528711,119528811
100,119528721,119528821
100,119528721,119528821
100,119528722,119528822
100,119528726,119528826
100,119528753,119528853
100,119528755,119528855
100,119528761,119528861
100,119528773,119528873
100,119528774,119528874
100,119528788,119528888
100,119528788,119528888
100,119528790,119528890
100,119528810,119528910
100,119528810,119528910
100,119528817,119528917
100,119528829,119528929
100,119528832,119528932
100,119528833,119528933
100,119528841,119528941
100,119528849,119528949
100,119528868,119528968
100,119528870,119528970
100,119528871,119528971
100,119528874,119528974
100,119528885,119528985
100,119528891,119528991
100,119528892,119528992
100,119528893,119528993
100,119528896,119528996
100,119528900,119529000
100,119528907,119529007
100,119528912,119529012
100,119528916,119529016
100,119528918,119529018
100,119528925,119529025
100,119528926,119529026
100,119528928,119529028
100,119528928,119529028
100,119528930,119529030
100,119528931,119529031
100,119528935,119529035
100,119528935,119529035
100,119528947,119529047
100,119528947,119529047
100,119528950,119529050
100,119528955,119529055
100,119528955,119529055
100,119528957,119529057
100,119528966,119529066
100,119528972,119529072
100,119528977,119529077
100,119528981,119529081
100,119528982,119529082
100,119528988,119529088
100,119528988,119529088
100,119528989,119529089
100,119528991,119529091
100,119528995,119529095
100,119528995,119529095
100,119528996,119529096
100,119528997,119529097
100,119529000,119529100
100,119529002,119529102
100,119529008,119529108
100,119529017,119529117
100,119529019,119529119
100,119529019,119529119
100,119529020,119529120
100,119529020,119529120
100,119529020,119529120
100,119529025,119529125
100,119529027,119529127
100,119529028,119529128
100,119529029,119529129
100,119529046,119529146
100,119529049,119529149
100,119529054,119529154
100,119529055,119529155
100,119529056,119529156
100,119529057,119529157
100,119529070,119529170
100,119529071,119529171
100,119529072,119529172
100,119529072,119529172
100,119529072,119529172
100,119529072,119529172
100,119529078,119529178
100,119529081,119529181
100,119529087,119529187
100,119529089,119529189
100,119529095,119529195
100,119529096,119529196
100,119529096,119529196
100,119529098,119529198
100,119529105,119529205
100,119529105,119529205
100,119529106,119529206
100,119529107,119529207
100,119529108,119529208
100,119529108,119529208
100,119529110,119529210
100,119529112,119529212
100,119529113,119529213
100,119529113,119529213
100,119529113,119529213
100,119529119,119529219
100,119529120,119529220
100,119529124,119529224
100,119529129,119529229
100,119529130,119529230
100,119529135,119529235
100,119529136,119529236
100,119529137,119529237
100,119529140,119529240
100,119529146,119529246
100,119529148,119529248
100,119529148,119529248
80,119529148,119529228
100,119529150,119529250
100,119529151,119529251
100,119529153,119529253
100,119529155,119529255
100,119529155,119529255
100,119529156,119529256
100,119529156,119529256
100,119529157,119529257
100,119529158,119529258
100,119529161,119529261
100,119529163,119529263
100,119529173,119529273
100,119529175,119529275
100,119529175,119529275
100,119529181,119529281
100,119529183,119529283
100,119529183,119529283
100,119529191,119529291
100,119529198,119529298
100,119529198,119529298
100,119529199,119529299
100,119529202,119529302
100,119529203,119529303
100,119529203,119529303
100,119529204,119529304
100,119529204,119529304
100,119529223,119529323
100,119529223,119529323
100,119529223,119529323
100,119529223,119529323
100,119529225,119529325
100,119529229,119529329
100,119529231,119529331
100,119529234,119529334
100,119529240,119529340
100,119529241,119529341
100,119529244,119529344
100,119529248,119529348
100,119529248,119529348
100,119529249,119529349
100,119529254,119529354
100,119529263,119529363
100,119529264,119529364
100,119529266,119529366
100,119529266,119529366
100,119529267,119529367
100,119529274,119529374
100,119529275,119529375
100,119529275,119529375
100,119529290,119529390
100,119529293,119529393
100,119529294,119529394
100,119529296,119529396
100,119529297,119529397
100,119529301,119529401
100,119529306,119529406
100,119529311,119529411
100,119529315,119529415
100,119529315,119529415
100,119529321,119529421
100,119529324,119529424
100,119529330,119529430
100,119529332,119529432
100,119529335,119529435
100,119529337,119529437
100,119529338,119529438
100,119529340,119529440
100,119529341,119529441
100,119529342,119529442
100,119529342,119529442
100,119529344,119529444
100,119529347,119529447
100,119529355,119529455
100,119529357,119529457
100,119529357,119529457
100,119529357,119529457
100,119529358,119529458
100,119529360,119529460
100,119529360,119529460
100,119529363,119529463
100,119529364,119529464
100,119529365,119529465
100,119529367,119529467
100,119529372,119529472
100,119529375,119529475
100,119529375,119529475
100,119529376,119529476
100,119529383,119529483
100,119529394,119529494
100,119529396,119529496
100,119529397,119529497
100,119529398,119529498
100,119529398,119529498
100,119529402,119529502
100,119529406,119529506
100,119529411,119529511
100,119529412,119529512
100,119529412,119529512
100,119529417,119529517
100,119529420,119529520
100,119529424,119529524
100,119529430,119529530
100,119529433,119529533
100,119529434,119529534
100,119529436,119529536
100,119529439,119529539
100,119529440,119529540
100,119529445,119529545
100,119529446,119529546
100,119529451,119529551
100,119529452,119529552
100,119529453,119529553
100,119529453,119529553
100,119529454,119529554
100,119529454,119529554
100,119529457,119529557
100,119529460,119529560
100,119529460,119529560
100,119529461,119529561
100,119529462,119529562
100,119529463,119529563
100,119529464,119529564
100,119529465,119529565
100,119529466,119529566
100,119529467,119529567
100,119529468,119529568
100,119529473,119529573
100,119529474,119529574
100,119529476,119529576
100,119529480,119529580
100,119529480,119529580
100,119529481,119529581
100,119529482,119529582
100,119529487,119529587
100,119529490,119529590
100,119529492,119529592
100,119529494,119529594
100,119529495,119529595
100,119529497,119529597
100,119529497,119529597
100,119529502,119529602
100,119529504,119529604
100,119529508,119529608
100,119529508,119529608
100,119529509,119529609
100,119529511,119529611
100,119529514,119529614
100,119529514,119529614
100,119529517,119529617
100,119529520,119529620
100,119529521,119529621
100,119529521,119529621
100,119529521,119529621
100,119529523,119529623
100,119529524,119529624
100,119529527,119529627
100,119529530,119529630
100,119529532,119529632
100,119529532,119529632
100,119529535,119529635
100,119529535,119529635
100,119529537,119529637
100,119529540,119529640
100,119529541,119529641
100,119529541,119529641
100,119529541,119529641
100,119529542,119529642
100,119529547,119529647
100,119529548,119529648
100,119529548,119529648
100,119529549,119529649
100,119529552,119529652
100,119529554,119529654
100,119529557,119529657
100,119529564,119529664
100,119529573,119529673
100,119529575,119529675
100,119529578,119529678
100,119529582,119529682
100,119529582,119529682
100,119529583,119529683
100,119529584,119529684
100,119529585,119529685
100,119529588,119529688
100,119529588,119529688
100,119529592,119529692
100,119529592,119529692
100,119529593,119529693
100,119529593,119529693
100,119529594,119529694
100,119529594,119529694
100,119529595,119529695
100,119529597,119529697
100,119529597,119529697
100,119529599,119529699
100,119529600,119529700
100,119529601,119529701
100,119529603,119529703
100,119529603,119529703
100,119529604,119529704
100,119529604,119529704
100,119529605,119529705
100,119529606,119529706
100,119529607,119529707
100,119529607,119529707
100,119529608,119529708
100,119529608,119529708
100,119529613,119529713
100,119529614,119529714
100,119529615,119529715
100,119529616,119529716
100,119529617,119529717
100,119529617,119529717
100,119529618,119529718
100,119529621,119529721
100,119529622,119529722
100,119529623,119529723
100,119529624,119529724
100,119529625,119529725
100,119529628,119529728
100,119529630,119529730
100,119529631,119529731
100,119529631,119529731
100,119529632,119529732
100,119529634,119529734
100,119529635,119529735
100,119529636,119529736
100,119529636,119529736
80,119529636,119529716
100,119529637,119529737
100,119529638,119529738
100,119529638,119529738
100,119529641,119529741
100,119529641,119529741
100,119529643,119529743
100,119529643,119529743
100,119529646,119529746
100,119529647,119529747
100,119529651,119529751
100,119529652,119529752
100,119529653,119529753
100,119529655,119529755
100,119529658,119529758
100,119529661,119529761
100,119529667,119529767
100,119529667,119529767
100,119529668,119529768
100,119529670,119529770
100,119529672,119529772
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529674,119529774
100,119529675,119529775
100,119529676,119529776
100,119529676,119529776
100,119529676,119529776
100,119529676,119529776
100,119529676,119529776
100,119529676,119529776
100,119529676,119529776
100,119529679,119529779
100,119529681,119529781
100,119529681,119529781
100,119529681,119529781
100,119529682,119529782
100,119529682,119529782
100,119529683,119529783
100,119529684,119529784
100,119529685,119529785
100,119529688,119529788
100,119529689,119529789
100,119529690,119529790
100,119529690,119529790
100,119529691,119529791
100,119529691,119529791
100,119529693,119529793
100,119529695,119529795
100,119529696,119529796
100,119529698,119529798
100,119529698,119529798
100,119529699,119529799
100,119529700,119529800
100,119529701,119529801
100,119529701,119529801
100,119529701,119529801
100,119529703,119529803
100,119529704,119529804
100,119529704,119529804
100,119529705,119529805
100,119529705,119529805
100,119529706,119529806
100,119529707,119529807
100,119529707,119529807
100,119529707,119529807
100,119529709,119529809
100,119529711,119529811
100,119529714,119529814
100,119529714,119529814
100,119529714,119529814
100,119529714,119529814
100,119529714,119529814
100,119529716,119529816
100,119529716,119529816
100,119529720,119529820
100,119529722,119529822
100,119529722,119529822
100,119529723,119529823
100,119529723,119529823
100,119529725,119529825
100,119529726,119529826
100,119529728,119529828
100,119529728,119529828
100,119529732,119529832
100,119529734,119529834
100,119529735,119529835
100,119529737,119529837
100,119529738,119529838
100,119529741,119529841
100,119529745,119529845
100,119529745,119529845
100,119529746,119529846
100,119529747,119529847
100,119529747,119529847
100,119529748,119529848
100,119529749,119529849
100,119529750,119529850
100,119529750,119529850
100,119529751,119529851
100,119529753,119529853
100,119529757,119529857
100,119529759,119529859
100,119529759,119529859
100,119529759,119529859
100,119529759,119529859
100,119529763,119529863
100,119529764,119529864
100,119529764,119529864
100,119529768,119529868
100,119529768,119529868
100,119529771,119529871
100,119529772,119529872
100,119529772,119529872
100,119529773,119529873
100,119529774,119529874
100,119529774,119529874
100,119529775,119529875
100,119529776,119529876
100,119529776,119529876
100,119529778,119529878
100,119529778,119529878
100,119529779,119529879
100,119529780,119529880
100,119529784,119529884
100,119529785,119529885
100,119529786,119529886
100,119529793,119529893
100,119529793,119529893
100,119529800,119529900
100,119529806,119529906
100,119529806,119529906
100,119529807,119529907
100,119529807,119529907
100,119529810,119529910
100,119529811,119529911
100,119529811,119529911
100,119529811,119529911
100,119529812,119529912
100,119529813,119529913
100,119529814,119529914
100,119529815,119529915
100,119529817,119529917
100,119529822,119529922
100,119529823,119529923
100,119529827,119529927
100,119529834,119529934
100,119529838,119529938
100,119529840,119529940
100,119529842,119529942
100,119529842,119529942
100,119529844,119529944
100,119529845,119529945
100,119529846,119529946
100,119529846,119529946
100,119529848,119529948
100,119529848,119529948
100,119529853,119529953
100,119529853,119529953
100,119529854,119529954
100,119529854,119529954
100,119529856,119529956
100,119529858,119529958
100,119529858,119529958
100,119529858,119529958
100,119529859,119529959
100,119529861,119529961
100,119529866,119529966
100,119529869,119529969
100,119529870,119529970
100,119529871,119529971
100,119529871,119529971
100,119529878,119529978
100,119529878,119529978
100,119529884,119529984
100,119529887,119529987
100,119529889,119529989
100,119529889,119529989
100,119529889,119529989
100,119529890,119529990
100,119529891,119529991
101,119529892,119529993
100,119529894,119529994
100,119529895,119529995
100,119529897,119529997
100,119529900,119530000
100,119529902,119530002
100,119529902,119530002
100,119529903,119530003
100,119529906,119530006
100,119529908,119530008
100,119529909,119530009
100,119529910,119530010
100,119529911,119530011
100,119529914,119530014
100,119529917,119530017
100,119529920,119530020
100,119529920,119530020
100,119529922,119530022
100,119529922,119530022
100,119529923,119530023
100,119529927,119530027
100,119529928,119530028
100,119529929,119530029
100,119529929,119530029
100,119529930,119530030
100,119529931,119530031
100,119529932,119530032
100,119529938,119530038
100,119529938,119530038
100,119529939,119530039
100,119529939,119530039
100,119529939,119530039
100,119529940,119530040
100,119529941,119530041
100,119529942,119530042
100,119529942,119530042
100,119529943,119530043
100,119529944,119530044
100,119529947,119530047
100,119529948,119530048
100,119529950,119530050
100,119529950,119530050
100,119529951,119530051
100,119529952,119530052
100,119529952,119530052
100,119529953,119530053
100,119529953,119530053
100,119529954,119530054
100,119529957,119530057
100,119529958,119530058
100,119529958,119530058
100,119529960,119530060
100,119529961,119530061
100,119529963,119530063
100,119529966,119530066
100,119529966,119530066
100,119529967,119530067
100,119529969,119530069
100,119529970,119530070
100,119529971,119530071
100,119529972,119530072
100,119529976,119530076
100,119529976,119530076
100,119529980,119530080
100,119529982,119530082
100,119529982,119530082
100,119529983,119530083
100,119529985,119530085
100,119529985,119530085
100,119529986,119530086
100,119529987,119530087
100,119529993,119530093
100,119529993,119530093
100,119529998,119530098
100,119529999,119530099
100,119530000,119530100
100,119530000,119530100
100,119530004,119530104
100,119530006,119530106
100,119530006,119530106
100,119530006,119530106
100,119530008,119530108
100,119530016,119530116
100,119530018,119530118
100,119530019,119530119
100,119530021,119530121
